censo,per_si,pc1_2009,despforz,victim,lndespforz,lnvictim,Id_mun
20688,59.08532842,-0.949998796,7914,29,8.976388931,3.367295742,20178
24745,59.21525283,-0.864857256,17751,96,9.784196854,4.564348221,20228
22065,64.59979389,-0.99179107,17986,39,9.797348976,3.663561583,20238
19849,63.99057345,-0.825830936,2761,12,7.923348427,2.484906673,20250
10255,47.51919669,-1.02595365,1422,10,7.259819508,2.302585125,20295
3867,52.05479452,-1.041448832,297,3,5.693732262,1.098612309,20310
10450,51.43560295,-0.968832374,4551,35,8.423102379,3.555348158,20383
24815,54.11489859,-1.001036644,13516,26,9.511629105,3.258096457,20400
7225,61.33376082,-0.986646414,2874,2,7.963459969,0.693147182,20443
14163,59.66369109,-0.915015757,10785,65,9.28591156,4.174387455,20517
13460,47.97063903,-0.921493709,8946,42,9.09896183,3.737669706,20550
16511,68.48655159,-0.87231189,9288,44,9.136478424,3.784189701,20570
14285,37.3255814,-0.919442654,1100,16,7.003065586,2.77258873,20614
18777,57.73195876,-0.959399998,9610,25,9.170559883,3.218875885,20621
18215,37.84111583,-0.564838588,5741,40,8.655388832,3.68887949,20710
14089,61.44874156,-0.958812892,11481,98,9.348448753,4.584967613,20750
14366,34.80295123,1.137200475,2980,10,7.999678612,2.302585125,20770
10017,67.57542712,-0.90139246,1476,2,7.297091007,0.693147182,20787
302825,48.02133461,2.710642099,14614,363,9.589735031,5.894402981,23001
32199,59.17847025,-0.953012466,4142,5,8.328933716,1.609437943,23068
17581,72.42798354,1.015662313,1864,17,7.530479908,2.833213329,23079
16098,77.26075505,-1.002334952,2474,9,7.81359148,2.197224617,23090
71178,51.23664122,-0.941875637,916,25,6.820016384,3.218875885,23162
12752,72.13993871,-1.060415506,334,5,5.811141014,1.609437943,23168
35501,50.34822756,-0.999682426,1133,32,7.032624245,3.465735912,23182
42082,63.01323836,-0.970627785,706,90,6.559615135,4.499809742,23189
13988,65.52324136,-1.019100785,156,3,5.049856186,1.098612309,23300
12522,67.58124667,-0.58166182,1378,24,7.228388309,3.178053856,23350
84539,67.67777992,-0.84214282,2529,90,7.835579395,4.499809742,23417
13721,77.75673401,-0.926829994,1435,20,7.268919945,2.995732307,23419
12929,67.86570743,-1.027949572,428,6,6.059123039,1.791759491,23464
55017,58.17554996,1.279169083,30450,90,10.32384109,4.499809742,23466
18119,79.5112782,-0.823186934,1715,7,7.44716835,1.945910096,23500
53300,58.15013405,-0.630178511,4737,45,8.463159561,3.80666256,23555
23411,66.78522572,-0.859505415,2905,14,7.974188805,2.639057398,23570
17941,77.36943907,-0.780155897,1278,6,7.153051853,1.791759491,23574
25885,75.92300099,4.808265686,30862,405,10.33728123,6.003887177,23580
13416,52.58666667,-0.967397809,247,5,5.509388447,1.609437943,23586
78125,62.82983665,-0.979786694,1333,51,7.195187092,3.931825638,23660
27627,72.98020843,-1.01644361,2714,19,7.906178951,2.944438934,23670
20685,62.5556993,1.206305385,682,28,6.525029659,3.33220458,23672
26348,80.17420158,-0.813425422,2128,5,7.662937641,1.609437943,23675
19707,58.72712374,-0.977872729,559,10,6.326149464,2.302585125,23678
7141,80.98747237,,,,,,23682
35301,67.15614739,-0.759192884,1240,14,7.122866631,2.639057398,23686
60877,69.76318562,1.266172528,80127,2637,11.29136848,7.87739706,23807
21288,68.12661499,,,,,,23815
25119,68.68065967,-0.816973269,26021,44,10.16665936,3.784189701,23855
9742,44.86979167,-1.055785179,248,,5.513428688,,25001
5069,38.9544688,-1.051218629,564,1,6.335054398,0,25019
11225,44.88153777,-1.024732351,253,,5.533389568,,25035
11234,40.8271219,-0.955034137,388,3,5.961005211,1.098612309,25040
8852,38.9076723,0.867792547,881,4,6.781057835,1.386294365,25053
1987,49.69040248,-1.046357989,417,1,6.0330863,0,25086
2823,53.41176471,-0.855225801,247,,5.509388447,,25095
5893,39.8267009,-1.060415506,64,,4.158883095,,25099
3457,74.12116679,-0.226220816,1370,28,7.222566128,3.33220458,25120
8749,48.98314933,-0.970229685,146,0,4.983606815,1,25123
38304,45.67838687,-1.016909003,77,,4.343805313,,25126
10164,36.04436229,-0.895611465,4150,2,8.330863953,0.693147182,25148
14339,37.09677419,-0.926480055,230,3,5.438079357,1.098612309,25151
6176,37.73584906,-1.060415506,30,0,3.401197433,1,25154
3664,50.65023956,-1.029270411,1005,,6.912742615,,25168
83132,50.00230245,-1.038925171,68,4,4.219507694,1.386294365,25175
7434,31.0045186,-0.99669683,171,6,5.141663551,1.791759491,25178
11254,34.08450704,-1.015231133,63,9,4.143134594,2.197224617,25181
14326,36.32318918,-1.000219345,97,3,4.574710846,1.098612309,25183
12927,40.54993201,-1.016648293,15,,2.708050251,,25200
22995,45.97413015,-0.961059213,7,1,1.945910096,0,25214
4708,34.68318247,-0.939675391,0,,1,,25224
19138,44.72206625,-0.9863801,937,13,6.842683315,2.564949274,25245
4351,39.17293233,-0.942334712,2117,1,7.657755375,0,25258
13750,32.20735351,-1.060415506,33,,3.496507645,,25260
87088,41.11792566,-1.034002066,264,14,5.575949192,2.639057398,25269
9437,28.84960287,-1.055162311,172,12,5.147494316,2.484906673,25279
5483,21.8671992,-0.992474854,150,,5.010635376,,25281
60731,43.87234043,-0.982616782,64,1,4.158883095,0,25286
3913,48.28232355,-0.979139745,13,,2.564949274,,25288
96948,43.4086332,-1.00537324,1651,59,7.409136295,4.077537537,25290
5230,48.13603663,-1.040367723,453,,6.115891933,,25293
9080,37.89148655,-0.989397049,11,,2.397895336,,25295
9217,34.44945267,-1.045515299,346,8,5.846438885,2.079441547,25297
3103,46.99738903,-1.060415506,154,4,5.036952496,1.386294365,25299
81967,36.8761664,-1.007755756,456,10,6.12249279,2.302585125,25307
5571,46.60282718,-0.989732623,119,,4.779123306,,25312
8587,41.55237817,-0.946672976,48,,3.871201038,,25317
22188,41.10652754,-0.877365112,1532,6,7.334329128,1.791759491,25320
10241,35.41334548,-0.897429466,59,,4.077537537,,25322
2205,56.69957687,-1.04208827,92,2,4.521788597,0.693147182,25324
4945,38.80382775,-1.060415506,18,,2.890371799,,25326
3606,49.34210526,-1.02044487,624,9,6.436150551,2.197224617,25328
4467,25.8698941,-1.054689527,387,2,5.958424568,0.693147182,25335
2691,36.61327231,0.877038181,537,7,6.285997868,1.945910096,25339
2700,54.79768786,-1.043663263,310,,5.736572266,,25368
5524,40.41933605,-1.006882429,290,0,5.669880867,1,25372
20312,53.37631119,-1.024928212,110,0,4.700480461,1,25377
23470,50.3758529,-0.915762961,648,9,6.473890781,2.197224617,25386
8708,61.17059243,-0.983873487,11310,404,9.333442688,6.001414776,25394
5608,25.54671968,-1.038224101,758,3,6.630683422,1.098612309,25398
12184,45.68393094,-0.863980591,152,1,5.023880482,0,25402
6966,39.75619347,-0.842231512,8,,2.079441547,,25407
6109,43.05084746,-1.060415506,159,,5.0689044,,25426
54897,37.75170786,-1.033717752,71,4,4.262680054,1.386294365,25430
4110,50.23696682,-1.032811046,120,,4.787491798,,25436
6771,35.43012581,-0.884010255,3874,3,8.262042999,1.098612309,25438
57821,44.12540584,-0.980617523,72,5,4.276666164,1.609437943,25473
2535,47.63832659,-1.047332406,59,1,4.077537537,0,25483
8960,36.7576244,-1.024732351,13,1,2.564949274,0,25486
6256,55.79073482,-1.060415506,66,,4.189654827,,25488
3153,41.86046512,-1.045548677,239,1,5.476463318,0,25489
5169,58.55940131,-1.050978422,128,,4.852030277,,25491
3562,56.8907563,-0.932865798,746,10,6.61472559,2.302585125,25506
20502,48.48405986,-0.969427884,920,2,6.824373722,0.693147182,25513
4564,52.53772291,-0.959182322,662,,6.495265484,,25518
4122,53.73459028,-0.910219967,752,10,6.622736454,2.302585125,25524
6946,41.22983871,-1.041962266,732,2,6.595780373,0.693147182,25530
7605,57.12723296,-0.863423288,706,1,6.559615135,0,25535
12932,33.25532413,-0.899651468,402,1,5.996451855,0,25572
2856,48.39424142,-0.884760499,1101,1,7.003973961,0,25580
3996,29.68460111,-0.954486251,595,,6.388561249,,25592
5408,32.32984293,-1.060415506,144,8,4.969813347,2.079441547,25594
6135,36.39472399,-0.971730888,1360,67,7.215240002,4.204692841,25596
6824,50.15163002,-1.046419144,322,1,5.774551392,0,25599
10455,44.84590861,-1.010128856,53,6,3.970291853,1.791759491,25612
8637,51.46481426,-0.921641469,197,,5.283203602,,25645
7804,47.71799629,-0.874486446,517,4,6.24804306,1.386294365,25649
4319,48.50968703,-0.806203842,233,,5.451038361,,25653
8389,35.98658127,-1.006516576,100,5,4.60517025,1.609437943,25658
8973,45.11255924,-0.949582934,2258,9,7.722234726,2.197224617,25662
8594,34.80257117,-1.006982088,546,8,6.30261898,2.079441547,25718
7764,39.63771977,-0.983659923,46,,3.828641415,,25736
24060,39.90728221,-1.009781122,222,7,5.402677536,1.945910096,25740
16551,47.81721106,0.021239016,2639,219,7.878155231,5.389071941,25743
8608,35.98901099,-0.872122467,32,3,3.465735912,1.098612309,25745
201745,47.58003049,-0.954581261,2256,120,7.721348763,4.787491798,25754
16285,50.43506994,-1.060415506,49,,3.891820192,,25758
11191,31.11035884,-1.029947996,47,,3.850147486,,25769
9730,42.74475524,-1.004000545,8,,2.079441547,,25772
4154,37.86279683,-0.973141909,82,,4.406719208,,25777
5102,52.47871808,-1.060415506,10,,2.302585125,,25779
3746,36.11289288,-1.060415506,0,,1,,25781
14659,44.92533186,-1.041726351,27,,3.295836926,,25785
5720,28.09759817,-0.953844309,14,,2.639057398,,25793
6197,54.6337158,-0.846360505,97,,4.574710846,,25797
14029,42.25003638,-0.992135167,11,,2.397895336,,25799
3706,53.32419465,-0.945783854,781,14,6.660574913,2.639057398,25805
3018,65.13671875,-1.060415506,31,,3.433987141,,25807
12896,51.10869565,-1.058823824,503,0,6.220590115,1,25815
24441,41.99898614,-1.042154789,16,,2.77258873,,25817
4060,55.70560432,-1.009278178,1917,5,7.558516979,1.609437943,25823
8478,41.25047655,-1.049674988,658,10,6.489204884,2.302585125,25839
5660,43.32386364,-0.994351804,191,,5.25227356,,25841
30807,38.1343457,-1.033700466,50,1,3.912023067,0,25843
6307,44.65885596,-0.998883426,283,,5.645446777,,25845
4700,34.22222222,-1.047490358,438,0,6.082219124,1,25851
7346,51.4119229,-0.926913083,731,2,6.59441328,0.693147182,25862
3867,51.89421015,-0.933194757,501,,6.21660614,,25867
1915,34.55497382,-1.026981592,256,,5.54517746,,25871
12800,29.14035088,-0.987180412,507,209,6.228510857,5.34233427,25873
21862,35.13933607,-0.947749376,777,10,6.655440331,2.302585125,25875
10358,48.62996159,-0.939082026,9300,507,9.137769699,6.228510857,25878
11457,43.04082289,-0.818501234,3444,6,8.144389153,1.791759491,25885
4091,47.31923266,-0.97748816,0,3,1,1.098612309,25898
82209,48.41534215,-1.005087137,93,1,4.532599449,0,25899
80380,73.89036799,1.039403319,32777,181,10.39748192,5.198496819,27001
8345,76.37603507,-0.889946342,13339,9,9.498447418,2.197224617,27006
9515,92.63224181,-0.668403745,11118,79964,9.316320419,11.28933144,27025
8224,80.49535604,-1.040547967,1980,6,7.590852261,1.791759491,27050
8376,92.03252033,-0.804767251,12301,240,9.417435646,5.480638981,27073
7582,83.13096271,-0.703215122,2866,41,7.960672379,3.713572025,27075
10197,92.16543376,-0.364262491,7525,14,8.92598629,2.639057398,27077
6868,95.78692494,-0.812954128,30969,1224,10.34074211,7.109879494,27099
4495,74.89779231,-0.894431651,652,,6.480044365,,27135
5537,95.69732938,-0.703731716,14144,191,9.557045937,5.25227356,27150
4109,76.41975309,-1.01582253,157,,5.056245804,,27160
10526,72.68122824,0.385112524,3904,7,8.269757271,1.945910096,27205
5918,56.38646288,-1.029513478,7341,50,8.901230812,3.912023067,27245
7257,94.89216799,-0.89478761,5800,2,8.665613174,0.693147182,27250
21319,70.38278356,-0.425042182,12324,54,9.419303894,3.988984108,27361
3049,80.11049724,-0.80547297,4467,17,8.404472351,2.833213329,27372
7605,83.02770191,-0.974669218,5725,195,8.652597427,5.272999763,27413
5663,95.84450402,-0.983206928,8047,36,8.99305439,3.583518982,27425
7639,93.19505095,-0.654095054,4445,1,8.399535179,0,27430
7475,86.25877633,-0.028833942,2405,21,7.785305023,3.044522524,27450
5232,74.12844037,-0.890949607,3577,10,8.182279587,2.302585125,27491
5413,93.21922317,-0.693293631,2406,10,7.785720825,2.302585125,27495
3839,91.15384615,-0.883884728,1350,1,7.207859993,0,27580
6144,77.27093983,-1.023517847,2647,224,7.881182194,5.411645889,27600
13524,90.93774626,0.091539532,77903,307,11.26321983,5.726847649,27615
4157,70.15503876,0.546392798,6047,8,8.707317352,2.079441547,27660
2467,87.53541076,-0.896953821,2872,4,7.962763786,1.386294365,27745
12777,69.56735497,-0.710035086,9155,82,9.122055054,4.406719208,27787
8348,65.95744681,-0.769925117,14370,6,9.572897911,1.791759491,27800
5046,78.65546218,-1.009796619,213,,5.361292362,,27810
255422,45.55309098,3.574730873,10569,324,9.265680313,5.780743599,41001
18437,23.51395731,-0.700764477,4785,85,8.473240852,4.442651272,41006
6804,32.12187959,-1.028892994,221,5,5.398162842,1.609437943,41013
14967,46.06139053,0.961735368,2242,10,7.715123653,2.302585125,41016
14338,54.48983619,1.390609145,11833,145,9.378647804,4.976733685,41020
2991,43.9,-0.909346044,162,4,5.087596416,1.386294365,41026
5983,53.29209015,1.97297442,4240,42,8.352318764,3.737669706,41078
24718,38.3207642,-0.897703946,2483,105,7.817222595,4.653960228,41132
6752,39.94964331,0.41115734,7725,308,8.952217102,5.730099678,41206
3169,48.60587792,-0.788023889,76,,4.330733299,,41244
51641,34.43679905,0.969455183,5189,69,8.554296494,4.234106541,41298
18633,38.49372385,-0.909668863,4328,87,8.372860909,4.465908051,41306
12391,29.82298902,-0.828669786,1284,8,7.157735348,2.079441547,41319
5571,44.56762749,-0.745101392,804,33,6.689599037,3.496507645,41349
6862,39.12583715,-0.855065942,2051,14,7.626082897,2.639057398,41357
18179,27.33360118,1.377305031,3867,102,8.260233879,4.62497282,41359
9990,44.60953697,-0.803286433,1011,8,6.91869545,2.079441547,41378
40433,32.74549978,-0.853126943,4143,44,8.329174995,3.784189701,41396
4497,34.9537037,-0.777295589,1085,10,6.98933506,2.302585125,41483
7370,27.38441642,-0.824498892,1083,8,6.987490177,2.079441547,41503
4738,28.41015992,-1.037382364,96,2,4.564348221,0.693147182,41518
20533,37.60207388,-0.927242458,1213,23,7.100852013,3.135494232,41524
8509,37.92190602,-0.842273831,601,17,6.398594856,2.833213329,41530
9123,28.37196314,-0.65626049,442,2,6.091310024,0.693147182,41548
89760,34.77296451,-0.804106891,6125,214,8.720133781,5.365975857,41551
16199,45.86017282,0.195577338,1159,31,7.055312634,3.433987141,41615
8635,42.31227652,-0.679799736,1118,8,7.019296646,2.079441547,41660
23344,32.65816752,-0.92453438,3498,37,8.159946442,3.610917807,41668
7921,28.83021185,-0.867161632,1756,14,7.470793724,2.639057398,41676
11911,31.99376947,0.927747726,1358,21,7.213768482,3.044522524,41770
11492,32.12516884,-0.710968196,999,11,6.906754971,2.397895336,41791
7879,23.54347177,-1.017782688,527,11,6.26720047,2.397895336,41797
10814,47.25055984,1.386065841,3424,25,8.138565063,3.218875885,41799
6481,29.08947576,-0.902260065,712,1,6.568078041,0,41801
15078,24.37415426,-0.959209502,920,21,6.824373722,3.044522524,41807
6524,57.67731878,-0.894471407,685,17,6.529418945,2.833213329,41872
6750,38.6866281,-0.987793565,107,5,4.672828674,1.609437943,41885
111639,63.57336221,-0.841906607,27289,624,10.21423912,6.436150551,44001
16633,58.5005015,0.885860205,979,23,6.88653183,3.135494232,44035
23913,71.63944724,-0.968934536,3949,27,8.281217575,3.295836926,44078
20549,71.63596966,-0.520938456,23038,212,10.04489994,5.356586456,44090
8243,64.01774909,-0.975281715,724,6,6.584791183,1.791759491,44098
6765,66.29032258,0.202524096,4004,1,8.295048714,0,44110
25836,72.21658206,-0.809670806,5449,16,8.603187561,2.77258873,44279
14034,68.57831325,-0.907420039,636,13,6.455198765,2.564949274,44378
3839,72.90431837,-0.866372585,627,42,6.440946579,3.737669706,44420
120312,52.95882729,-0.838794172,7906,44,8.975377083,3.784189701,44430
52567,55.49278092,-1.011842132,457,10,6.12468338,2.302585125,44560
31264,48.90924956,0.008395562,15676,144,9.65988636,4.969813347,44650
101417,50.81578167,0.823239148,2362,49,7.767263889,3.891820192,44847
7997,64.15331448,-1.005970478,1923,5,7.561641693,1.609437943,44855
18149,59.00253593,0.915427625,8298,13,9.023769379,2.564949274,44874
322962,53.56820138,0.957628548,77317,385,11.25566959,5.953243256,47001
9422,76.5562249,-1.041222572,4172,5,8.336151123,1.609437943,47030
26547,63.41463415,-0.912951231,18205,102,9.809451103,4.62497282,47053
21723,61.64607558,-0.93003571,4692,17,8.453614235,2.833213329,47058
8394,90.66002491,-1.026448965,2854,1,7.956476688,0,47161
13108,79.52180028,-1.009016991,8953,3,9.099743843,1.098612309,47170
81617,49.88149604,-0.820757389,33518,479,10.41983795,6.171700478,47189
10564,86.8441358,-1.049381971,1232,2,7.116394043,0.693147182,47205
46365,56.07331976,-0.967611849,5378,13,8.590071678,2.564949274,47245
13197,82.57001647,-1.035534263,5444,4,8.602269173,1.386294365,47258
12752,70.71742313,-0.986080766,2943,5,7.987184525,1.609437943,47268
51126,51.68778737,-0.775626659,40332,90,10.60490036,4.499809742,47288
22148,64.52936097,-1.015219808,2056,12,7.628517628,2.484906673,47318
14283,59.49579832,-0.945253313,1314,,7.180831432,,47460
8926,70.82452431,-1.045168877,3733,10,8.224967003,2.302585125,47541
7813,63.31842212,-0.985871077,921,0,6.825459957,1,47545
28335,87.12393044,-1.005254269,31282,17,10.35079861,2.833213329,47551
39220,65.6474259,-1.01363039,17833,43,9.788805962,3.76120019,47555
20274,50.47717307,-1.04421103,5898,26,8.682368279,3.258096457,47570
7037,89.56158664,-1.053957462,11530,8,9.352707863,2.079441547,47605
10380,59.9559956,-0.950661302,9629,3,9.172534943,1.098612309,47660
7454,56.98841699,-1.041362405,4587,1,8.430981636,0,47675
15820,77.73351922,-1.002665877,881,8,6.781057835,2.079441547,47692
7946,82.21824687,-0.99084115,307,,5.726847649,,47703
15232,54.60370195,-1.011904955,1273,2,7.149131775,0.693147182,47707
7978,81.93396226,-1.059567571,303,2,5.713732719,0.693147182,47720
17808,68.33816826,-1.041484356,14360,36,9.572201729,3.583518982,47745
9842,84.93292054,-0.851070166,6580,5,8.791790009,1.609437943,47798
7739,81.25,-1.054965973,1032,1,6.939253807,0,47960
42952,64.53146853,-0.868367255,29721,97,10.29960918,4.574710846,47980
343296,35.96590945,0.925968587,6907,1040,8.840291023,6.946976185,50001
56070,27.05232105,-0.766585112,2978,10,7.999007225,2.302585125,50006
4287,35.70180547,-0.868685782,463,,6.137727261,,50110
4569,37.78947368,-1.035954475,373,1,5.921578407,0,50124
10531,28.55969782,-0.830954015,407,4,6.008813381,1.386294365,50150
4902,30.29693005,-0.560463369,992,17,6.899723053,2.833213329,50223
15494,32.50827267,-0.909632325,1275,19,7.150701523,2.944438934,50226
1707,53.31325301,-1.036938071,454,4,6.118097305,1.386294365,50245
5374,61.70212766,1.919509172,8195,336,9.011279106,5.817111015,50251
2794,42.31625835,-0.914617181,1730,9,7.455876827,2.197224617,50270
9442,41.95200863,-0.904468715,1617,42,7.388328075,3.737669706,50287
48638,36.07764391,1.198698521,4444,107,8.399310112,4.672828674,50313
10375,24.39747868,-0.42460081,591,6,6.38181591,1.791759491,50318
5394,57.98668885,-0.561910748,18138,6339,9.805764198,8.754476547,50325
7585,62.07477265,2.888137341,9978,58,9.208137512,4.060442924,50330
7900,73.66688611,1.197987676,9097,1092,9.115699768,6.995766163,50350
4724,93.56617647,3.828939438,6892,77,8.838116646,4.343805313,50370
7903,44.03010606,0.361238211,6641,38,8.801017761,3.637586117,50400
5998,55.15653775,-0.803417921,8155,37,9.006386757,3.610917807,50450
22483,33.28994083,-0.555071831,4542,26,8.421122551,3.258096457,50568
22839,27.92419952,-0.760142624,2832,15,7.948738575,2.708050251,50573
6338,44.35053381,-0.21377185,7746,63,8.954932213,4.143134594,50577
7957,48.16421896,2.240804911,17690,440,9.780755043,6.086774826,50590
14935,40.92343465,-0.819344938,702,12,6.55393362,2.484906673,50606
7764,32.99748111,-1.037362456,701,8,6.552507877,2.079441547,50680
5998,47.79874214,2.707916021,6156,90,8.725182533,4.499809742,50683
1263,54.02097902,-1.036400676,496,2,6.206575871,0.693147182,50686
17621,27.87878788,-0.789071023,1992,66,7.596894264,4.189654827,50689
12070,52.88598817,3.42203021,34163,470,10.43889809,6.152732849,50711
279784,62.62874438,3.535156012,6857,539,8.833024979,6.289715767,52001
6438,43.58794674,-1.027095675,575,3,6.354370117,1.098612309,52019
5756,50.58456742,0.02771041,52,1,3.951243639,0,52022
7235,72.73120138,-0.823047757,184,3,5.21493578,1.098612309,52036
5703,48.28451883,-0.861445189,191,3,5.25227356,1.098612309,52051
20859,74.82235907,2.405538082,21867,185,9.992733955,5.220355988,52079
5328,60.28911565,-0.973037958,619,,6.428105354,,52083
16930,50.05998286,-0.906126499,1487,1,7.304515839,0,52110
6620,60.33755274,-0.743939579,872,0,6.770789623,1,52203
8497,57.86071114,-0.951310039,324,2,5.780743599,0.693147182,52207
5544,53.42960289,-1.052061081,49,,3.891820192,,52210
10104,62.16923524,-1.007455945,1177,1,7.07072401,0,52215
7169,47.39246289,-1.004648328,838,5,6.731018066,1.609437943,52224
23407,63.73148366,-1.014744878,905,370,6.807934761,5.91350317,52227
6203,87.6344086,0.415203899,8101,21,8.999742508,3.044522524,52233
9510,62.48685594,-0.941391528,317,,5.758901596,,52240
15747,90.81753555,-0.163552195,34783,33,10.45688438,3.496507645,52250
5357,80.66992324,-0.892394602,818,1,6.70686245,0,52254
6649,90.78233927,-0.286747903,7072,6,8.863898277,1.791759491,52256
10814,65.68216883,-0.851620853,3667,16,8.207129478,2.77258873,52258
11253,70.7084739,-0.873981297,702,,6.55393362,,52260
5549,68.12283737,-0.972492874,262,10,5.568344593,2.302585125,52287
14068,56.43964936,-0.112605281,113,2,4.727387905,0.693147182,52317
10811,73.81342062,-1.020178914,258,,5.552959442,,52320
5077,60.10273973,-0.827499747,19,,2.944438934,,52323
6900,62.52732838,-0.953931272,64,,4.158883095,,52352
6314,55.89941973,-1.05422008,52,,3.951243639,,52354
92217,50.03469375,3.524150372,3755,153,8.230843544,5.030437946,52356
13571,51.76427792,-0.979326069,1631,9,7.396948814,2.197224617,52378
8949,72.99363057,-0.925520599,961,1,6.867974281,0,52381
3376,71.34670487,-0.712489724,1614,2,7.386470795,0.693147182,52385
4996,87.96296296,-0.963347912,3073,0,8.030409813,1,52390
21535,42.97032362,-0.874242842,987,10,6.89467001,2.302585125,52399
7254,90.38861901,-0.558610082,6520,15,8.782629967,2.708050251,52405
8485,87.08202344,-0.834798098,1326,12,7.189922333,2.484906673,52411
7132,77.04033026,-0.804173589,4593,221,8.432289124,5.398162842,52418
6221,93.13210849,0.723841727,5589,613,8.628555298,6.418365002,52427
5984,63.09458721,-0.474301279,1210,10,7.098375797,2.302585125,52435
5897,89.81355161,-0.817274392,1894,1,7.546446323,0,52473
4120,60.35430666,-0.924896479,301,7,5.707110405,1.945910096,52480
13572,82.14731586,-0.318243802,12126,1543,9.403107643,7.34148407,52490
5668,63.36975273,-1.060415506,37,12,3.610917807,2.484906673,52506
6308,84.35718809,-0.445935547,2566,1,7.850103378,0,52520
9537,88.89424235,1.770488501,15797,88,9.667574883,4.477336884,52540
9425,46.77846425,-0.845030546,281,0,5.638354778,1,52560
4259,87.43109151,-0.952624083,311,2,5.739792824,0.693147182,52565
7410,68.72647428,1.489748001,373,61,5.921578407,4.110873699,52573
14600,48.37049743,-0.06397254,73,3,4.290459633,1.098612309,52585
13557,66.65525505,1.412140846,5913,3384,8.684908867,8.126813889,52612
8368,91.5130733,3.669196129,10016,23,9.211938858,3.135494232,52621
22140,83.88091567,2.053957701,8689,437,9.069812775,6.079933167,52678
15906,64.20506561,-0.938096642,686,5,6.53087759,1.609437943,52683
6072,61.74934726,-1.031773806,335,,5.814130306,,52685
12768,62.17112536,-0.89962548,1718,,7.448915958,,52687
11317,65.83659765,-0.962638915,1521,1,7.327123165,0,52693
5234,51.68539326,-0.97550863,122,,4.804020882,,52694
6997,91.54004107,-0.254008681,7968,8,8.983188629,2.079441547,52696
6875,71.7199559,0.884730697,1748,19,7.466227531,2.944438934,52699
5628,60.36585366,-1.060415506,51,,3.931825638,,52720
13578,78.67219917,-0.693328202,1348,125,7.206377506,4.828313828,52786
9879,53.07101727,-1.009142041,738,6,6.603943825,1.791759491,52788
121788,71.19864464,4.829564095,87867,868,11.38357925,6.766191483,52835
34090,64.45229682,-1.006236076,498,15,6.210599899,2.708050251,52838
8133,67.7177646,-1.012039661,54,1,3.988984108,0,52885
542712,34.63205616,1.924959183,15090,1083,9.621788025,6.987490177,54001
21133,33.55221012,-0.80581665,4659,40,8.446556091,3.68887949,54003
6826,30.38525963,-0.93331939,1236,16,7.119635582,2.77258873,54051
6046,37.68318214,-0.91688174,201,13,5.303304672,2.564949274,54099
4108,29.54220315,-1.037682772,930,9,6.835184574,2.197224617,54109
2156,48.87573964,-1.060415506,43,,3.76120019,,54125
6959,20.49401775,-0.944913089,1942,1,7.571473598,0,54128
11426,37.17660292,-1.021963477,250,12,5.52146101,2.484906673,54172
7562,37.91741472,-0.998592973,408,1,6.011267185,0,54174
14827,59.82346241,1.733756304,14087,136,9.55300808,4.912654877,54206
6168,33.64418938,-1.0514884,414,1,6.025866032,0,54223
4279,53.125,0.743679881,184,21,5.21493578,3.044522524,54239
10030,52.18739235,-0.83277905,6128,105,8.72062397,4.653960228,54245
11167,91.51829071,1.812876105,14462,327,9.5792799,5.789960384,54250
20243,35.5401591,-0.989392459,1944,56,7.57250309,4.025351524,54261
4850,33.52785146,-1.055947542,321,16,5.771440983,2.77258873,54313
6906,89.46162658,3.519269705,4597,29,8.433158875,3.367295742,54344
3574,32.89703316,-0.40593037,247,4,5.509388447,1.386294365,54347
4905,52.86317058,-0.458456606,186,,5.225746632,,54377
8292,34.46995273,-0.539989531,2171,6,7.682943344,1.791759491,54385
6626,48.83566201,0.574676394,1887,25,7.542743683,3.218875885,54398
78165,28.04073034,-0.895152807,653,82,6.48157692,4.406719208,54405
3214,25.96232596,-0.902867913,535,9,6.282266617,2.197224617,54418
2664,45.19927536,-1.060415506,35,,3.555348158,,54480
76057,39.14024679,1.00974679,6503,180,8.780018806,5.192956924,54498
43064,35.00672585,-0.071256302,371,41,5.916202068,3.713572025,54518
3796,32.87749288,-1.060415506,39,6,3.663561583,1.791759491,54520
13119,26.88808007,-0.986712694,836,12,6.728628635,2.484906673,54553
6440,25,-0.606130004,115,9,4.744932175,2.197224617,54599
7487,32.43423243,-0.933145344,896,13,6.797940254,2.564949274,54660
6979,95.18695306,2.292824984,9144,102,9.120853424,4.62497282,54670
6918,31.5024966,-0.962055624,105,12,4.653960228,2.484906673,54673
3311,45.17945109,-0.876929581,121,7,4.795790672,1.945910096,54680
17063,34.83205038,1.11022234,9121,41,9.11833477,3.713572025,54720
3968,19.05813098,-1.060415506,136,2,4.912654877,0.693147182,54743
9725,86.47205411,0.552478552,11457,210,9.346356392,5.34710741,54800
31208,66.03049125,1.812618852,46991,490,10.75771141,6.194405556,54810
12026,31.86679631,-0.906252801,905,12,6.807934761,2.484906673,54820
3727,24.4042728,-0.975315034,204,,5.318120003,,54871
79404,24.01268595,-0.914605498,1286,195,7.159291744,5.272999763,54874
247873,42.60623615,-0.88719523,1490,48,7.306531429,3.871201038,63001
2857,43.88059701,-0.769213796,52,4,3.951243639,1.386294365,63111
58297,37.5878923,-0.855653107,2003,63,7.602401257,4.143134594,63130
