year,cod_dpto,cod_mpio,Name_mun,depto,Labor,ibc_sal,PET,pib_dpto_const_base2000,pib_dpto_corr,DIP_dpto,infl_dpto,grado_importancia,addval,weight,pib_mun_corr,pib_mun_const,DIP_mun,TO,TD_Dpto,TO_Dpto,TGP_Dpto
2014,15,15047,AQUITANIA,BOYACA,246.25,685912.7434,11863,13974,22226,1.59052527,5.675711155,3,579.1129691,0.027748585,616.7400513,387.758728,1.59052527,2.075781822,7.451620579,56.2533989,60.78269577
2015,15,15047,AQUITANIA,BOYACA,273.1666667,763189.3282,11753,,,,,,,,,,,2.32422924,,,
2013,15,15051,ARCABUCO,BOYACA,109.1666667,644441.2118,4070,13431,20215,1.505100131,,7,79.96040676,0.003831356,77.4508667,51.45894623,1.505100131,2.682227612,8.904809952,53.15066147,58.34628677
2014,15,15051,ARCABUCO,BOYACA,153.5833333,679290.748,4089,13974,22226,1.59052527,5.675711155,7,79.96040676,0.003831356,85.15572357,53.53937531,1.59052515,3.756011963,7.451620579,56.2533989,60.78269577
2015,15,15051,ARCABUCO,BOYACA,206.4166667,701432.2479,4128,,,,,,,,,,,5.000403881,,,
2013,15,15087,BELEN,BOYACA,252.3333333,668195.0089,6207,13431,20215,1.505100131,,6,114.1206277,0.005468166,110.5389786,73.44293976,1.505100131,4.065302849,8.904809952,53.15066147,58.34628677
2014,15,15087,BELEN,BOYACA,296.4166667,696955.7473,6094,13974,22226,1.59052527,5.675711155,6,114.1206277,0.005468166,121.5354614,76.41215515,1.59052527,4.864073753,7.451620579,56.2533989,60.78269577
2015,15,15087,BELEN,BOYACA,319.1666667,741843.5987,5976,,,,,,,,,,,5.340807438,,,
2013,15,15090,BERBEO,BOYACA,44.33333333,749192.2448,1459,13431,20215,1.505100131,,7,17.38619562,0.000833071,16.84053421,11.18897915,1.505100131,3.038610935,8.904809952,53.15066147,58.34628677
2014,15,15090,BERBEO,BOYACA,48.66666667,750516.9002,1467,13974,22226,1.59052527,5.675711155,7,17.38619562,0.000833071,18.51584053,11.64133644,1.590525389,3.317427874,7.451620579,56.2533989,60.78269577
2015,15,15090,BERBEO,BOYACA,48.5,804223.4333,1469,,,,,,,,,,,3.301565647,,,
2013,15,15092,BETEITIVA,BOYACA,39.83333333,860567.0961,1667,13431,20215,1.505100131,,7,13.38888589,0.000641537,12.96867847,8.61648941,1.505100012,2.389522076,8.904809952,53.15066147,58.34628677
2014,15,15092,BETEITIVA,BOYACA,49.08333333,776804.6808,1642,13974,22226,1.59052527,5.675711155,7,13.38888589,0.000641537,14.258811,8.96484375,1.59052527,2.989240646,7.451620579,56.2533989,60.78269577
2015,15,15092,BETEITIVA,BOYACA,48.58333333,667824.3445,1623,,,,,,,,,,,2.993427753,,,
2013,15,15097,BOAVITA,BOYACA,125.1666667,634452.8026,5988,13431,20215,1.505100131,,7,49.43257412,0.002368595,47.88114548,31.81259727,1.505100131,2.090291739,8.904809952,53.15066147,58.34628677
2014,15,15097,BOAVITA,BOYACA,164.0833333,639138.9165,5863,13974,22226,1.59052527,5.675711155,7,49.43257412,0.002368595,52.64439011,33.09874344,1.590525389,2.798624039,7.451620579,56.2533989,60.78269577
2015,15,15097,BOAVITA,BOYACA,202,675473.8469,5736,,,,,,,,,,,3.521617889,,,
2013,15,15104,BOYACA,BOYACA,852.6666667,679581.2177,3558,13431,20215,1.505100131,,6,120.2521435,0.005761962,116.4780579,77.38890839,1.505100131,23.96477509,8.904809952,53.15066147,58.34628677
2014,15,15104,BOYACA,BOYACA,940.75,709987.4937,3518,13974,22226,1.59052527,5.675711155,6,120.2521435,0.005761962,128.0653687,80.51765442,1.59052527,26.74104691,7.451620579,56.2533989,60.78269577
2015,15,15104,BOYACA,BOYACA,1083.333333,721750.3865,3485,,,,,,,,,,,31.08560562,,,
2013,15,15106,BRICENO,BOYACA,73.41666667,688930.5389,2052,13431,20215,1.505100131,,7,21.61933224,0.001035905,20.94081497,13.91323662,1.505100131,3.577810287,8.904809952,53.15066147,58.34628677
2014,15,15106,BRICENO,BOYACA,69.08333333,703984.1013,2049,13974,22226,1.59052527,5.675711155,7,21.61933224,0.001035905,23.02401924,14.4757328,1.59052527,3.371563435,7.451620579,56.2533989,60.78269577
2015,15,15106,BRICENO,BOYACA,65.66666667,738900.192,2041,,,,,,,,,,,3.217377186,,,
2013,15,15109,BUENAVISTA,BOYACA,61.25,737399.1212,4541,13431,20215,1.505100131,,7,43.2383269,0.002071793,41.88130188,27.8262558,1.505100131,1.348821878,8.904809952,53.15066147,58.34628677
2014,15,15109,BUENAVISTA,BOYACA,69.58333333,767005.7905,4548,13974,22226,1.59052527,5.675711155,7,43.2383269,0.002071793,46.0476799,28.95124054,1.59052527,1.529976487,7.451620579,56.2533989,60.78269577
2015,15,15109,BUENAVISTA,BOYACA,85.16666667,765978.8048,4561,,,,,,,,,,,1.867280602,,,
2013,15,15114,BUSBANZA,BOYACA,23.75,727630.3832,875,13431,20215,1.505100131,,7,8.818395129,0.000422539,8.541631699,5.675125122,1.505100131,2.714285612,8.904809952,53.15066147,58.34628677
2014,15,15114,BUSBANZA,BOYACA,18.66666667,722796.8543,907,13974,22226,1.59052527,5.675711155,7,8.818395129,0.000422539,9.391358376,5.904563904,1.59052527,2.058066845,7.451620579,56.2533989,60.78269577
2015,15,15114,BUSBANZA,BOYACA,25.25,691273.3666,934,,,,,,,,,,,2.703426123,,,
2013,15,15131,CALDAS,BOYACA,62.16666667,663981.5117,3003,13431,20215,1.505100131,,7,64.61996559,0.003096309,62.59188461,41.58652496,1.505100131,2.070152044,8.904809952,53.15066147,58.34628677
2014,15,15131,CALDAS,BOYACA,63.08333333,673434.5119,2971,13974,22226,1.59052527,5.675711155,7,64.61996559,0.003096309,68.81855774,43.26781845,1.59052527,2.123302937,7.451620579,56.2533989,60.78269577
2015,15,15131,CALDAS,BOYACA,60.33333333,712049.6904,2945,,,,,,,,,,,2.048670053,,,
2013,15,15135,CAMPOHERMOSO,BOYACA,63.91666667,651409.6512,3019,13431,20215,1.505100131,,7,35.31053085,0.001691928,34.2023201,22.72428131,1.505100131,2.117146969,8.904809952,53.15066147,58.34628677
2014,15,15135,CAMPOHERMOSO,BOYACA,66.58333333,685245.1544,3019,13974,22226,1.59052527,5.675711155,7,35.31053085,0.001691928,37.60478592,23.64299774,1.59052527,2.205476522,7.451620579,56.2533989,60.78269577
2015,15,15135,CAMPOHERMOSO,BOYACA,66.25,725230.6609,3009,,,,,,,,,,,2.201728106,,,
2013,15,15162,CERINZA,BOYACA,61.5,658499.4118,3095,13431,20215,1.505100131,,7,29.3743647,0.001407492,28.45245743,18.90402985,1.505100131,1.987075925,8.904809952,53.15066147,58.34628677
2014,15,15162,CERINZA,BOYACA,74.91666667,677690.6136,3057,13974,22226,1.59052527,5.675711155,7,29.3743647,0.001407492,31.28292465,19.66829681,1.590525389,2.450659752,7.451620579,56.2533989,60.78269577
2015,15,15162,CERINZA,BOYACA,80.58333333,701333.7367,3019,,,,,,,,,,,2.669206142,,,
2013,15,15172,CHINAVITA,BOYACA,86.08333333,683755.3342,2911,13431,20215,1.505100131,,7,33.17898006,0.001589793,32.13766479,21.35251045,1.505100012,2.957173824,8.904809952,53.15066147,58.34628677
2014,15,15172,CHINAVITA,BOYACA,88,704655.197,2891,13974,22226,1.59052527,5.675711155,7,33.17898006,0.001589793,35.33473969,22.21576691,1.59052527,3.043929338,7.451620579,56.2533989,60.78269577
2015,15,15172,CHINAVITA,BOYACA,87.66666667,752916.6279,2866,,,,,,,,,,,3.058851004,,,
2013,15,15176,CHIQUINQUIRA,BOYACA,5018.833333,644395.3875,50703,13431,20215,1.505100131,,3,668.4511505,0.032029284,647.4719849,430.1853027,1.50510025,9.898493767,8.904809952,53.15066147,58.34628677
2014,15,15176,CHIQUINQUIRA,BOYACA,5565.583333,682917.1125,51679,13974,22226,1.59052527,5.675711155,3,668.4511505,0.032029284,711.8828735,447.5772095,1.59052527,10.76952553,7.451620579,56.2533989,60.78269577
2015,15,15176,CHIQUINQUIRA,BOYACA,5460.833333,721383.8613,52631,,,,,,,,,,,10.37569714,,,
2013,15,15232,CHIQUIZA,BOYACA,42.91666667,823910.9836,4406,13431,20215,1.505100131,,7,40.40358771,0.001935965,39.13553238,26.0019455,1.505100131,0.974050522,8.904809952,53.15066147,58.34628677
2014,15,15232,CHIQUIZA,BOYACA,51.33333333,918681.6143,4364,13974,22226,1.59052527,5.675711155,7,40.40358771,0.001935965,43.02875519,27.05317307,1.59052527,1.17629087,7.451620579,56.2533989,60.78269577
2015,15,15232,CHIQUIZA,BOYACA,60.66666667,841729.6127,4316,,,,,,,,,,,1.405622482,,,
2013,15,15180,CHISCAS,BOYACA,66.41666667,667446.7614,3502,13431,20215,1.505100131,,7,34.54475476,0.001655235,33.4605751,22.23146057,1.505100131,1.896535277,8.904809952,53.15066147,58.34628677
2014,15,15180,CHISCAS,BOYACA,68.75,691293.6796,3428,13974,22226,1.59052527,5.675711155,7,34.54475476,0.001655235,36.78925323,23.13025475,1.59052515,2.005542517,7.451620579,56.2533989,60.78269577
2015,15,15180,CHISCAS,BOYACA,69.66666667,718816.706,3346,,,,,,,,,,,2.082087994,,,
2013,15,15183,CHITA,BOYACA,130.1666667,662858.4923,7158,13431,20215,1.505100131,,7,71.93387186,0.00344676,69.67624664,46.29342651,1.50510025,1.818478107,8.904809952,53.15066147,58.34628677
2014,15,15183,CHITA,BOYACA,164.75,680618.7774,7078,13974,22226,1.59052527,5.675711155,7,71.93387186,0.00344676,76.60768127,48.16501617,1.590525389,2.327634811,7.451620579,56.2533989,60.78269577
2015,15,15183,CHITA,BOYACA,116.25,701001.7818,7002,,,,,,,,,,,1.660239935,,,
2013,15,15185,CHITARAQUE,BOYACA,104.25,624185.3721,4641,13431,20215,1.505100131,,7,45.31865941,0.002171474,43.89634323,29.16506577,1.505100131,2.246283054,8.904809952,53.15066147,58.34628677
2014,15,15185,CHITARAQUE,BOYACA,131.3333333,654104.8066,4584,13974,22226,1.59052527,5.675711155,7,45.31865941,0.002171474,48.26317978,30.34417534,1.590525389,2.865037918,7.451620579,56.2533989,60.78269577
2015,15,15185,CHITARAQUE,BOYACA,140.4166667,698478.2478,4525,,,,,,,,,,,3.103130817,,,
2013,15,15187,CHIVATA,BOYACA,56.5,542652.3154,4625,13431,20215,1.505100131,,7,52.53671891,0.002517332,50.88786697,33.81028748,1.505100131,1.221621633,8.904809952,53.15066147,58.34628677
2014,15,15187,CHIVATA,BOYACA,76.41666667,653609.4681,4738,13974,22226,1.59052527,5.675711155,7,52.53671891,0.002517332,55.95022202,35.1771965,1.59052527,1.612846494,7.451620579,56.2533989,60.78269577
2015,15,15187,CHIVATA,BOYACA,79.91666667,670179.459,4849,,,,,,,,,,,1.648106098,,,
2013,15,15236,CHIVOR,BOYACA,46.08333333,611024.6599,1446,13431,20215,1.505100131,,7,17.28939858,0.000828433,16.74677467,11.12668514,1.505100131,3.186952591,8.904809952,53.15066147,58.34628677
2014,15,15236,CHIVOR,BOYACA,44.66666667,650755.6406,1425,13974,22226,1.59052527,5.675711155,7,17.28939858,0.000828433,18.41275406,11.57652378,1.59052527,3.134502888,7.451620579,56.2533989,60.78269577
2015,15,15236,CHIVOR,BOYACA,38.66666667,674641.3231,1396,,,,,,,,,,,2.769818544,,,
2013,15,15189,CIENEGA,BOYACA,159.8333333,676773.2505,3860,13431,20215,1.505100131,,7,51.58347024,0.002471656,49.96453476,33.19681931,1.505100012,4.140759945,8.904809952,53.15066147,58.34628677
2014,15,15189,CIENEGA,BOYACA,167.6666667,727470.6681,3819,13974,22226,1.59052527,5.675711155,7,51.58347024,0.002471656,54.93503571,34.53892899,1.59052515,4.390328884,7.451620579,56.2533989,60.78269577
2015,15,15189,CIENEGA,BOYACA,181.6666667,702157.8021,3781,,,,,,,,,,,4.80472517,,,
2013,15,15204,COMBITA,BOYACA,165.75,690618.3011,12155,13431,20215,1.505100131,,6,116.2499305,0.005570193,112.6014557,74.81326294,1.505100131,1.363636374,8.904809952,53.15066147,58.34628677
2014,15,15204,COMBITA,BOYACA,209.5,674495.0584,12347,13974,22226,1.59052527,5.675711155,6,116.2499305,0.005570193,123.8031158,77.83787537,1.590525389,1.696768403,7.451620579,56.2533989,60.78269577
2015,15,15204,COMBITA,BOYACA,238.8333333,708697.8715,12565,,,,,,,,,,,1.900782585,,,
2013,15,15212,COPER,BOYACA,61,637021.713,2966,13431,20215,1.505100131,,7,34.42743963,0.001649614,33.3469429,22.15596199,1.50510025,2.056642056,8.904809952,53.15066147,58.34628677
2014,15,15212,COPER,BOYACA,72.58333333,686924.9742,2932,13974,22226,1.59052527,5.675711155,7,34.42743963,0.001649614,36.66431427,23.0517025,1.59052527,2.475557089,7.451620579,56.2533989,60.78269577
2015,15,15212,COPER,BOYACA,80.41666667,697505.5978,2896,,,,,,,,,,,2.776818514,,,
2013,15,15215,CORRALES,BOYACA,123.5833333,624203.9067,1870,13431,20215,1.505100131,,6,117.0951514,0.005610692,113.4201508,75.35720825,1.50510025,6.608734608,8.904809952,53.15066147,58.34628677
2014,15,15215,CORRALES,BOYACA,168.75,639772.3847,1857,13974,22226,1.59052527,5.675711155,6,117.0951514,0.005610692,124.7032471,78.40381622,1.59052527,9.087237358,7.451620579,56.2533989,60.78269577
2015,15,15215,CORRALES,BOYACA,183.1666667,665965.6146,1839,,,,,,,,,,,9.960123062,,,
2013,15,15218,COVARACHIA,BOYACA,50.41666667,607747.2952,2329,13431,20215,1.505100131,,7,26.86195724,0.001287109,26.01890182,17.28715515,1.50510025,2.164734602,8.904809952,53.15066147,58.34628677
2014,15,15218,COVARACHIA,BOYACA,59.83333333,642465.9343,2301,13974,22226,1.59052527,5.675711155,7,26.86195724,0.001287109,28.60727692,17.98605537,1.590525389,2.60031867,7.451620579,56.2533989,60.78269577
2015,15,15218,COVARACHIA,BOYACA,57.91666667,661212.8617,2261,,,,,,,,,,,2.561550856,,,
2013,15,15223,CUBARA,BOYACA,114.75,661905.3955,5089,13431,20215,1.505100131,,7,56.03687407,0.002685044,54.27817154,36.06282806,1.50510025,2.254863501,8.904809952,53.15066147,58.34628677
2014,15,15223,CUBARA,BOYACA,144.5,667168.3259,5119,13974,22226,1.59052527,5.675711155,7,56.03687407,0.002685044,59.67779541,37.52080917,1.59052527,2.822816849,7.451620579,56.2533989,60.78269577
2015,15,15223,CUBARA,BOYACA,161.3333333,689924.6754,5144,,,,,,,,,,,3.136340141,,,
2013,15,15224,CUCAITA,BOYACA,72.25,626468.1617,3623,13431,20215,1.505100131,,6,103.7064762,0.004969165,100.4516754,66.74085999,1.505100131,1.994203687,8.904809952,53.15066147,58.34628677
2014,15,15224,CUCAITA,BOYACA,83.5,665185.4627,3644,13974,22226,1.59052527,5.675711155,6,103.7064762,0.004969165,110.444664,69.4391098,1.590525389,2.291437864,7.451620579,56.2533989,60.78269577
2015,15,15224,CUCAITA,BOYACA,84.83333333,690985.4342,3665,,,,,,,,,,,2.314688444,,,
2013,15,15226,CUITIVA,BOYACA,38.25,689629.5582,1542,13431,20215,1.505100131,,7,33.05565577,0.001583884,32.01821136,21.27314377,1.505100131,2.480544806,8.904809952,53.15066147,58.34628677
2014,15,15226,CUITIVA,BOYACA,41.25,735253.5973,1524,13974,22226,1.59052527,5.675711155,7,33.05565577,0.001583884,35.20340347,22.13319206,1.590525389,2.706692934,7.451620579,56.2533989,60.78269577
2015,15,15226,CUITIVA,BOYACA,40.58333333,761072.194,1505,,,,,,,,,,,2.696567059,,,
2013,15,15238,DUITAMA,BOYACA,23593.5,670047.117,90836,13431,20215,1.505100131,,2,1699.635939,0.081439192,1646.293213,1093.809814,1.505100012,25.97373199,8.904809952,53.15066147,58.34628677
2014,15,15238,DUITAMA,BOYACA,24088.25,711398.8095,91480,13974,22226,1.59052527,5.675711155,2,1699.635939,0.081439192,1810.067505,1138.03125,1.59052527,26.33171272,7.451620579,56.2533989,60.78269577
2015,15,15238,DUITAMA,BOYACA,23389.25,746382.1637,92071,,,,,,,,,,,25.40349388,,,
2013,15,15244,EL COCUY,BOYACA,161.5,635828.9323,4121,13431,20215,1.505100131,,7,50.54807474,0.002422045,48.96163559,32.53048325,1.505100131,3.91895175,8.904809952,53.15066147,58.34628677
2014,15,15244,EL COCUY,BOYACA,163.9166667,675647.3901,4110,13974,22226,1.59052527,5.675711155,7,50.54807474,0.002422045,53.83236694,33.84565353,1.59052527,3.988240004,7.451620579,56.2533989,60.78269577
2015,15,15244,EL COCUY,BOYACA,163.4166667,735009.6602,4108,,,,,,,,,,,3.978010416,,,
2013,15,15248,EL ESPINO,BOYACA,64.33333333,596301.7549,3535,13431,20215,1.505100131,,7,35.71010201,0.001711073,34.58934784,22.98142624,1.505100131,1.819896221,8.904809952,53.15066147,58.34628677
2014,15,15248,EL ESPINO,BOYACA,66.83333333,637682.7967,3535,13974,22226,1.59052527,5.675711155,7,35.71010201,0.001711073,38.03031921,23.91053963,1.590525389,1.890617609,7.451620579,56.2533989,60.78269577
2015,15,15248,EL ESPINO,BOYACA,75.83333333,677169.4373,3527,,,,,,,,,,,2.150080442,,,
2013,15,15272,FIRAVITOBA,BOYACA,206.4166667,642652.0999,4777,13431,20215,1.505100131,,6,106.5086898,0.005103435,103.1659393,68.54423523,1.505100131,4.321052074,8.904809952,53.15066147,58.34628677
2014,15,15272,FIRAVITOBA,BOYACA,207.6666667,688568.9457,4755,13974,22226,1.59052527,5.675711155,6,106.5086898,0.005103435,113.4289474,71.31539917,1.59052527,4.367332458,7.451620579,56.2533989,60.78269577
2015,15,15272,FIRAVITOBA,BOYACA,220.5,734335.3533,4745,,,,,,,,,,,4.646996975,,,
2013,15,15276,FLORESTA,BOYACA,58.25,692814.1831,3670,13431,20215,1.505100131,,7,31.80232211,0.00152383,30.80421448,20.46655464,1.505100131,1.587193489,8.904809952,53.15066147,58.34628677
2014,15,15276,FLORESTA,BOYACA,58.41666667,724995.0291,3645,13974,22226,1.59052527,5.675711155,7,31.80232211,0.00152383,33.86863327,21.293993,1.59052527,1.602652073,7.451620579,56.2533989,60.78269577
2015,15,15276,FLORESTA,BOYACA,64.58333333,749749.8246,3629,,,,,,,,,,,1.779645443,,,
2013,15,15293,GACHANTIVA,BOYACA,51.25,639669.03,2133,13431,20215,1.505100131,,7,26.50229091,0.001269875,25.67052269,17.05569077,1.505100131,2.402719259,8.904809952,53.15066147,58.34628677
2014,15,15293,GACHANTIVA,BOYACA,42.75,740654.2176,2110,13974,22226,1.59052527,5.675711155,7,26.50229091,0.001269875,28.22424126,17.74523354,1.59052515,2.026066303,7.451620579,56.2533989,60.78269577
2015,15,15293,GACHANTIVA,BOYACA,56.58333333,810621.8374,2089,,,,,,,,,,,2.708632469,,,
2013,15,15296,GAMEZA,BOYACA,155.1666667,589634.6025,3892,13431,20215,1.505100131,,7,53.91707401,0.002583473,52.22489929,34.69861984,1.505100131,3.986810446,8.904809952,53.15066147,58.34628677
2014,15,15296,GAMEZA,BOYACA,176.4166667,617201.6983,3846,13974,22226,1.59052527,5.675711155,7,53.91707401,0.002583473,57.42026138,36.10144806,1.59052515,4.587016582,7.451620579,56.2533989,60.78269577
2015,15,15296,GAMEZA,BOYACA,166.8333333,647175.8752,3795,,,,,,,,,,,4.39613533,,,
2013,15,15299,GARAGOA,BOYACA,1092,656575.1109,13291,13431,20215,1.505100131,,6,144.2826008,0.006913397,139.7543182,92.85383606,1.505100131,8.216086388,8.904809952,53.15066147,58.34628677
2014,15,15299,GARAGOA,BOYACA,3175.916667,691378.5015,13341,13974,22226,1.59052527,5.675711155,6,144.2826008,0.006913397,153.6571655,96.60781097,1.59052527,23.80568695,7.451620579,56.2533989,60.78269577
2015,15,15299,GARAGOA,BOYACA,3134.166667,729607.7552,13377,,,,,,,,,,,23.42951775,,,
2013,15,15317,GUACAMAYAS,BOYACA,33.08333333,632582.2136,1415,13431,20215,1.505100131,,7,19.51598207,0.000935121,18.90347672,12.55961418,1.505100131,2.338044643,8.904809952,53.15066147,58.34628677
2014,15,15317,GUACAMAYAS,BOYACA,44.75,671620.1499,1387,13974,22226,1.59052527,5.675711155,7,19.51598207,0.000935121,20.78400612,13.06738567,1.59052515,3.226387978,7.451620579,56.2533989,60.78269577
2015,15,15317,GUACAMAYAS,BOYACA,54.08333333,663151.26,1351,,,,,,,,,,,4.003207684,,,
2013,15,15322,GUATEQUE,BOYACA,620.5,614324.3371,7912,13431,20215,1.505100131,,6,128.3315208,0.006149091,124.3038635,82.58843231,1.505100131,7.842517853,8.904809952,53.15066147,58.34628677
2014,15,15322,GUATEQUE,BOYACA,707.8333333,652828.7014,7900,13974,22226,1.59052527,5.675711155,6,128.3315208,0.006149091,136.669693,85.92739105,1.590525389,8.959915161,7.451620579,56.2533989,60.78269577
2015,15,15322,GUATEQUE,BOYACA,688.5833333,666884.7478,7861,,,,,,,,,,,8.759488106,,,
2013,15,15325,GUAYATA,BOYACA,87.33333333,693389.9665,4423,13431,20215,1.505100131,,7,57.38370239,0.002749578,55.58272934,36.92958832,1.505100131,1.974527121,8.904809952,53.15066147,58.34628677
2014,15,15325,GUAYATA,BOYACA,94,689856.2746,4330,13974,22226,1.59052527,5.675711155,7,57.38370239,0.002749578,61.11212921,38.42261124,1.59052515,2.170900583,7.451620579,56.2533989,60.78269577
2015,15,15325,GUAYATA,BOYACA,92,764821.4631,4237,,,,,,,,,,,2.171347618,,,
2013,15,15332,G†ICAN DE LA SIERRA,BOYACA,121,620652.1704,5181,13431,20215,1.505100131,,7,47.9930234,0.002299618,46.48677444,30.88616753,1.505100131,2.335456371,8.904809952,53.15066147,58.34628677
2014,15,15332,G†ICAN DE LA SIERRA,BOYACA,131.4166667,665237.4041,5151,13974,22226,1.59052527,5.675711155,7,47.9930234,0.002299618,51.11130524,32.13485718,1.590525389,2.551284552,7.451620579,56.2533989,60.78269577
2015,15,15332,G†ICAN DE LA SIERRA,BOYACA,129.6666667,686077.1954,5124,,,,,,,,,,,2.530575037,,,
2013,15,15362,IZA,BOYACA,82.33333333,614221.7007,1860,13431,20215,1.505100131,,7,28.47708203,0.001364498,27.58333588,18.32657814,1.505100131,4.426523209,8.904809952,53.15066147,58.34628677
2014,15,15362,IZA,BOYACA,86.08333333,676446.3877,1881,13974,22226,1.59052527,5.675711155,7,28.47708203,0.001364498,30.32734108,19.06750107,1.59052515,4.57646656,7.451620579,56.2533989,60.78269577
2015,15,15362,IZA,BOYACA,79.08333333,690851.4039,1908,,,,,,,,,,,4.144828796,,,
2013,15,15367,JENESANO,BOYACA,103.9166667,682601.6673,5997,13431,20215,1.505100131,,7,65.06964083,0.003117855,63.02744675,41.87591553,1.505100131,1.732810855,8.904809952,53.15066147,58.34628677
2014,15,15367,JENESANO,BOYACA,128.25,699511.5748,6018,13974,22226,1.59052527,5.675711155,7,65.06964083,0.003117855,69.29745483,43.56890869,1.590525389,2.131106615,7.451620579,56.2533989,60.78269577
2015,15,15367,JENESANO,BOYACA,156.1666667,742183.5163,6045,,,,,,,,,,,2.583402157,,,
2013,15,15368,JERICO,BOYACA,68.5,636471.3156,3328,13431,20215,1.505100131,,7,32.40086405,0.001552509,31.38397026,20.85174942,1.505100131,2.058293343,8.904809952,53.15066147,58.34628677
2014,15,15368,JERICO,BOYACA,70.08333333,652067.1887,3260,13974,22226,1.59052527,5.675711155,7,32.40086405,0.001552509,34.50606537,21.69476128,1.59052527,2.149795532,7.451620579,56.2533989,60.78269577
2015,15,15368,JERICO,BOYACA,80.5,680378.6216,3181,,,,,,,,,,,2.530650854,,,
2013,15,15380,LA CAPILLA,BOYACA,69.33333333,653153.4329,2141,13431,20215,1.505100131,,7,26.86290415,0.001287154,26.01981735,17.2877655,1.505100131,3.238362074,8.904809952,53.15066147,58.34628677
2014,15,15380,LA CAPILLA,BOYACA,70.25,692725.1919,2098,13974,22226,1.59052527,5.675711155,7,26.86290415,0.001287154,28.6082859,17.98669052,1.59052527,3.348427057,7.451620579,56.2533989,60.78269577
2015,15,15380,LA CAPILLA,BOYACA,63.5,726055.4395,2058,,,,,,,,,,,3.085520029,,,
2013,15,15403,LA UVITA,BOYACA,103.1666667,761546.5831,2162,13431,20215,1.505100131,,7,31.06302457,0.001488406,30.08811951,19.99077606,1.505100131,4.771816254,8.904809952,53.15066147,58.34628677
2014,15,15403,LA UVITA,BOYACA,89.33333333,764624.2343,2090,13974,22226,1.59052527,5.675711155,7,31.06302457,0.001488406,33.08130264,20.79897881,1.590525389,4.274322033,7.451620579,56.2533989,60.78269577
2015,15,15403,LA UVITA,BOYACA,70,817417.0866,2021,,,,,,,,,,,3.463631868,,,
2013,15,15401,LA VICTORIA,BOYACA,37.33333333,695828.2026,1313,13431,20215,1.505100131,,7,13.65679638,0.000654375,13.22818089,8.78890419,1.505100131,2.843361378,8.904809952,53.15066147,58.34628677
2014,15,15401,LA VICTORIA,BOYACA,38.66666667,762457.1828,1318,13974,22226,1.59052527,5.675711155,7,13.65679638,0.000654375,14.54412842,9.144229889,1.59052527,2.933737993,7.451620579,56.2533989,60.78269577
2015,15,15401,LA VICTORIA,BOYACA,36.25,784775.2581,1324,,,,,,,,,,,2.737915516,,,
2013,15,15377,LABRANZAGRANDE,BOYACA,56.25,750363.6954,4172,13431,20215,1.505100131,,7,39.17929744,0.001877302,37.94966507,25.21404648,1.505100131,1.348274231,8.904809952,53.15066147,58.34628677
2014,15,15377,LABRANZAGRANDE,BOYACA,69,785196.6159,4130,13974,22226,1.59052527,5.675711155,7,39.17929744,0.001877302,41.72491837,26.23342133,1.59052527,1.670702219,7.451620579,56.2533989,60.78269577
2015,15,15377,LABRANZAGRANDE,BOYACA,69.66666667,828852.1021,4082,,,,,,,,,,,1.706679702,,,
2013,15,15425,MACANAL,BOYACA,103.5833333,652629.9997,3816,13431,20215,1.505100131,,7,39.27756756,0.001882011,38.0448494,25.27728844,1.505100131,2.714447975,8.904809952,53.15066147,58.34628677
2014,15,15425,MACANAL,BOYACA,118.8333333,723340.6038,3819,13974,22226,1.59052527,5.675711155,7,39.27756756,0.001882011,41.82957458,26.29922104,1.59052527,3.111634731,7.451620579,56.2533989,60.78269577
2015,15,15425,MACANAL,BOYACA,128,731690.5552,3818,,,,,,,,,,,3.352540493,,,
2013,15,15442,MARIPI,BOYACA,77.58333333,664557.3587,5741,13431,20215,1.505100131,,7,63.73022544,0.003053676,61.73006821,41.01392746,1.505100131,1.3513906,8.904809952,53.15066147,58.34628677
2014,15,15442,MARIPI,BOYACA,111.8333333,715623.1592,5735,13974,22226,1.59052527,5.675711155,7,63.73022544,0.003053676,67.87100983,42.67207336,1.59052527,1.950014472,7.451620579,56.2533989,60.78269577
2015,15,15442,MARIPI,BOYACA,135.5,730236.8573,5736,,,,,,,,,,,2.362273455,,,
2013,15,15455,MIRAFLORES,BOYACA,391.3333333,670144.8317,7909,13431,20215,1.505100131,,6,100.7122129,0.004825693,97.55138397,64.81388092,1.505100131,4.947949409,8.904809952,53.15066147,58.34628677
2014,15,15455,MIRAFLORES,BOYACA,779.1666667,710930.1527,7934,13974,22226,1.59052527,5.675711155,6,100.7122129,0.004825693,107.2558517,67.43423462,1.59052527,9.820603371,7.451620579,56.2533989,60.78269577
2015,15,15455,MIRAFLORES,BOYACA,528.8333333,714354.6713,7943,,,,,,,,,,,6.65785408,,,
2013,15,15464,MONGUA,BOYACA,197.4166667,570797.5836,3782,13431,20215,1.505100131,,7,42.75354488,0.002048565,41.41173553,27.51427269,1.505100131,5.219901085,8.904809952,53.15066147,58.34628677
2014,15,15464,MONGUA,BOYACA,216.25,613371.2735,3749,13974,22226,1.59052527,5.675711155,7,42.75354488,0.002048565,45.53139877,28.62664223,1.59052527,5.768204689,7.451620579,56.2533989,60.78269577
